wpm_under_1|f,n.adjective.senses|f,n.auxiliary verb.senses|f,coltNOrth|f,nPhon|f,coltNPhon|f,isIllegal|f,nMeaningWordsmyth|s,n.imperative verb.senses|f,n.suffix.senses|f,word,delete|f,n.definite article.senses|f,derived_period|f,word|f,legalUni|f,n.conjunction.senses|f,pld20|f,NphonOnsetNeighbour|f,n.prefix.senses|f,PhonOffsetNeighbours|f,isHomophone|f,old20|f,n.adverb.senses|f,n.plural pronoun.senses|f,nSyll|f,n.intransitive verb.senses|f,phonology|s|f,n.plural noun.senses|f,legalBigram|f,derived_capitalization|f,SUBTLwf|f,n.indefinite article.senses|f,wpm_over_100|f,posBigram|f,in_edom|f,n.abbreviation.senses|f,n.transitive verb.senses|f,n.senses|f,n.foreign phrase.senses|f,isDuplicate|f,n.interjection.senses|f,posUni|f,lowerMostFreq|f,PhonOneCharPerPhonemeNoStress|f,type|f,n.phrase.senses|f,n.meanings|f,derived_verbal|f,derived_unknown|f,nSenseWordsmyth|s,cat|s,n.contraction.senses|f,phonOnsetNeighbours|f,n.preposition.senses|f,n.noun.senses|f,isHomograph|f,phonNeighbours|f,orthNeighbours|f,NphonOffsetNeighbours|f,n.pronoun.senses|f,n.verb.senses|f,nLet|f
0,0,0,4,4,6,0,1,0,0,snip,1,0,0,snip,1,0,1.4,0,0,|snéf|sné6,0,1.6,0,0,1,1,s|n|ih1|p,0,1,0,2.117647059,0,0,21,0,0,2,6,0,0,0,392,1,snép,polyseme,0,1,0,0,6,P,0,,0,3,0,|skép|slép|sn1p|snÎp|snéf|sné6,|skip|slip|ship|snap,2,0,0,4
0,0,0,0,6,0,0,1,0,0,bellman,1,0,0,bellman,1,0,2,0,0,,0,2.95,0,0,2,0,b|eh1|l|-|m|ah0|n,0,1,0,1.078431373,0,0,189,0,0,0,2,0,0,0,1390,1,b8lm2n,polyseme,0,1,0,0,2,P,0,,0,2,0,,0,0,0,0,7
0,0,0,4,4,10,0,1,0,0,potty,1,0,0,potty,1,0,1.2,1,0,|p0ts|p0t9,0,1.75,0,0,2,0,p|aa1|-|t|iy0,0,1,0,1.68627451,0,0,99,0,0,0,2,0,0,0,1211,1,p0tè,polyseme,0,1,0,0,2,P,0,|d0tè,0,2,0,|d0tè|p1tè|p8tè|pétè|p2tè|p0lè|p0pè|p0sè|p0ts|p0t9,|dotty|putty|petty|patty,2,0,0,5
0,2,0,0,8,0,0,1,0,0,vegetable,1,0,0,vegetable,1,0,3.55,0,0,,0,2.9,0,0,3,0,v|eh1|jh|-|t|ah0|-|b|ah0|l,0,1,0,5.705882353,0,0,120,0,0,0,5,0,0,0,1336,1,v8êt2b2l,polyseme,0,1,0,0,5,P,0,,0,3,0,,0,0,0,0,9
0,2,0,0,4,0,0,1,0,0,worthy,1,0,0,worthy,1,0,1.85,0,0,,0,2.2,0,0,2,0,w|er1|-|dh|iy0,0,1,0,10.33333333,0,0,118,0,0,0,3,0,0,0,1466,1,w97è,polyseme,0,1,0,0,3,P,0,,0,1,0,,0,0,0,0,6
0,2,0,0,9,1,0,1,0,0,victorious,1,0,0,victorious,1,0,3,0,0,|vékt3rè2n,0,3.25,0,0,4,0,v|ih0|k|-|t|ao1|-|r|iy0|-|ah0|s,0,1,0,1.294117647,0,0,116,0,0,0,2,0,0,0,850,1,vékt3rè2s,polyseme,0,1,0,0,2,P,0,,0,0,0,|vékt3rè2n,0,1,0,0,10
0,0,0,1,4,7,0,1,0,0,pillow,1,0,0,pillow,1,0,1.65,3,0,|pél9|pélz,0,1.85,0,0,2,1,p|ih1|-|l|ow0,0,1,0,11.39215686,0,0,143,0,0,2,4,0,0,0,1124,1,pélô,polyseme,0,1,0,0,4,P,0,|bélô|kélô|wélô,0,1,0,|bélô|kélô|wélô|p4lô|pôlô|pél9|pélz,|willow,2,0,0,6
0,0,0,0,9,0,0,1,0,0,phenomenon,1,0,0,phenomenon,1,0,3.95,0,0,,0,4.7,0,0,4,0,f|ah0|-|n|aa1|-|m|ah0|-|n|aa2|n,0,1,0,4.588235294,0,0,196,0,0,0,3,0,0,0,786,1,f2n0m2n0n,polyseme,0,1,0,0,3,P,0,,0,3,0,,0,0,0,0,10
0,0,0,0,7,0,0,1,0,0,undermine,1,0,0,undermine,1,0,2.4,0,0,,0,2.3,0,0,3,0,ah1|n|-|d|er0|-|m|ay2|n,0,1,0,1.450980392,0,0,370,0,0,2,2,0,0,0,1802,1,2nd9m5n,polyseme,0,1,0,0,2,P,0,,0,0,0,,0,0,0,0,9
0,0,0,25,3,30,0,3,0,0,lap,1,0,0,lap,1,0,1,13,0,|l1b|l1k|l1k|l1d|l1g|l1m|l1m|l1n|l1î|l1É|l1s|l16|l1f,0,1,0,0,1,4,l|ae1|p,0,1,0,13.47058824,0,0,26,1,0,6,18,0,0,0,230,1,l1p,homonymhybrid,0,3,0,0,18,H,0,|k1p|61p|g1p|ê1p|m1p|n1p|p1p|r1p|s1p|t1p|r1p|y1p|z1p,0,8,0,|k1p|61p|g1p|ê1p|m1p|n1p|p1p|r1p|s1p|t1p|r1p|y1p|z1p|lèp|lép|lÎp|lÎp|l1b|l1k|l1k|l1d|l1g|l1m|l1m|l1n|l1î|l1É|l1s|l16|l1f,|pap|yap|zap|sap|jap|gap|nap|rap|tap|cap|map|lip|lai|lar|lao|lag|lac|lax|lam|lan|lad|las|lab|lay|law,13,0,0,3
0,0,0,13,4,19,0,2,0,0,corn,1,0,0,corn,1,0,1,10,0,|k3rd|k3rs|k3r2|k3rd|k3rk|k3rp|k3rs|k3rt|k3rt,0,1.2,0,0,1,0,k|ao1|r|n,0,1,0,14.21568627,0,0,102,1,0,2,8,0,0,0,777,1,k3rn,homonymhybrid,0,2,0,0,8,H,0,|b3rn|b3rn|b3rn|à3rn|m3rn|p3rn|È3rn|t3rn|w3rn|w3rn,0,6,0,|b3rn|b3rn|b3rn|à3rn|m3rn|p3rn|È3rn|t3rn|w3rn|w3rn|k3rd|k3rs|k3r2|k3rd|k3rk|k3rp|k3rs|k3rt|k3rt,|worn|torn|porn|horn|born|coon|conn|coin|corp|cork|cora|cord|core,9,0,0,4
0,0,0,1,5,0,0,1,0,0,muffler,1,0,0,muffler,1,0,2.5,0,0,,0,2.5,0,0,2,0,m|ah1|f|-|l|er0,0,1,0,1,0,0,321,0,0,0,2,0,0,0,1649,1,m2fl9,polyseme,0,1,0,0,2,P,0,,0,2,0,,|muffled,0,0,0,7
0,0,0,0,7,0,0,1,0,0,serenade,1,0,0,serenade,1,0,3.45,0,0,,0,2.8,0,0,3,1,s|eh2|-|r|ah0|-|n|ey1|d,0,1,0,1.137254902,0,0,187,0,0,1,4,0,0,0,1949,1,s8r2nÛd,polyseme,0,1,0,0,4,P,0,,0,2,0,,0,0,0,0,8
0,0,0,2,5,4,0,1,0,0,farmer,1,0,0,farmer,1,0,1.8,1,0,|f0rmz,0,1.75,0,0,2,0,f|aa1|r|-|m|er0,0,1,0,11.84313725,0,0,494,0,0,0,1,0,0,0,2464,1,f0rm9,monoseme,0,1,0,0,1,M,0,|60rm9,0,1,0,|60rm9|f3rm9|f0r79|f0rmz,|warmer|former,1,0,0,6
0,0,0,0,4,4,0,1,0,0,sleeve,1,0,0,sleeve,1,0,1.55,1,0,|slèp,0,2,0,0,1,0,s|l|iy1|v,0,1,0,5.607843137,0,0,88,0,0,1,3,0,0,0,1516,1,slèv,polyseme,0,1,0,0,3,P,0,|klèv,0,2,0,|klèv|stèv|slÛv|slèp,0,1,0,0,6
0,0,0,16,3,23,0,1,0,0,wad,1,0,0,wad,1,0,1,8,0,|w0n|w0n|w0z|w0É|w06|w0t|w0p,0,1,0,0,1,1,w|aa1|d,0,1,0,1.745098039,0,0,17,0,0,2,7,0,0,0,224,1,w0d,polyseme,0,1,0,0,7,P,0,|k0d|d0d|g0d|n0d|p0d|r0d|s0d|t0d,0,4,0,|k0d|d0d|g0d|n0d|p0d|r0d|s0d|t0d|wÛd|w8d|wèd|wÛd|w5d|wÊd|w9d|wÊd|w0n|w0n|w0z|w0É|w06|w0t|w0p,|cad|tad|pad|lad|sad|mad|dad|bad|had|wed|wan|wah|wax|war|way|was,7,0,0,3
0,0,0,0,7,0,0,1,0,0,addiction,1,0,0,addiction,1,0,2.2,0,0,,0,2.7,0,0,3,0,ah0|-|d|ih1|k|-|sh|ah0|n,0,1,0,3.901960784,0,0,344,0,0,0,1,0,0,0,1378,1,2dékÉ2n,monoseme,0,1,0,0,1,M,0,,0,1,0,,0,0,0,0,9
0,3,0,0,6,0,0,1,0,0,cosmic,1,0,0,cosmic,1,0,2.5,0,0,,0,2.45,0,0,2,0,k|aa1|z|-|m|ih0|k,0,1,0,3.607843137,0,0,137,0,0,0,3,0,0,0,1209,1,k0zmék,polyseme,0,1,0,0,3,P,0,,0,0,0,,0,0,0,0,6
0,2,0,2,5,4,0,1,0,0,chunky,1,0,0,chunky,1,0,2.15,3,0,|62îks,0,2.05,0,0,2,0,ch|ah1|ng|-|k|iy0,0,1,0,1.392156863,0,0,108,0,0,0,2,0,0,0,1127,1,62îkè,polyseme,0,1,0,0,2,P,0,|f2îkè|ê2îkè|m2îkè,0,0,0,|f2îkè|ê2îkè|m2îkè|62îks,|chucky|chunks,1,0,0,6
0,3,0,1,5,3,0,2,0,0,funky,1,0,0,funky,1,0,1.85,3,0,,0,1.9,0,0,2,0,f|ah1|ng|-|k|iy0,0,1,0,5.078431373,0,0,78,1,0,0,3,0,0,0,1000,1,f2îkè,homonymhybrid,0,2,0,0,3,H,0,|62îkè|ê2îkè|m2îkè,0,0,0,|62îkè|ê2îkè|m2îkè,|funny,0,0,0,5
0,2,0,21,3,24,0,2,0,0,pet,1,0,0,pet,1,0,1,11,0,|p8r|p8r|p8k|p8g|p8n|p8p,0,1,0,0,1,1,p|eh1|t,0,1,0,20.17647059,0,0,19,1,0,2,8,0,0,0,208,1,p8t,homonymhybrid,0,2,0,0,8,H,0,|b8t|d8t|g8t|ê8t|l8t|m8t|n8t|s8t|v8t|w8t|y8t,0,3,0,|b8t|d8t|g8t|ê8t|l8t|m8t|n8t|s8t|v8t|w8t|y8t|p1t|pèt|pét|p0t|p4t|pÊt|p2t|p8r|p8r|p8k|p8g|p8n|p8p,|vet|jet|net|wet|bet|met|set|yet|let|get|pit|pat|pot|put|pew|pep|pea|pee|per|pen|peg,6,0,0,3
0,0,0,5,4,6,0,2,0,0,ringer,1,0,0,ringer,1,0,1.7,1,0,|réîz|réîk,0,1.45,0,0,2,0,r|ih1|-|ng|er0,0,1,0,1.666666667,0,0,461,1,0,0,4,0,0,0,2211,1,réî9,homonymhybrid,0,2,0,0,4,H,0,|séî9,0,4,0,|séî9|ré69|rép9|rév9|réîz|réîk,|linger|ginger|singer|finger|ranger,2,0,0,6
0,5,0,0,7,0,0,2,0,0,temporal,1,0,0,temporal,1,0,2.55,0,0,,0,2.95,0,0,3,0,t|eh1|m|-|p|er0|-|ah0|l,0,1,0,1.352941176,0,0,166,1,0,0,6,0,0,0,1226,1,t8mp92l,homonymhybrid,0,2,0,0,6,H,0,,0,1,0,,0,0,0,0,8
0,0,0,0,7,0,0,1,0,0,confuse,1,0,0,confuse,1,0,2.55,0,0,,0,2.4,0,0,2,0,k|ah0|n|-|f|y|uw1|z,0,1,0,4.764705882,0,0,208,0,0,3,3,0,0,0,1605,1,k2nfyÎz,polyseme,0,1,0,0,3,P,0,,0,0,0,,0,0,0,0,7
0,0,0,0,7,0,0,1,0,0,testify,1,0,0,testify,1,0,2.75,0,0,,0,2.5,0,0,3,3,t|eh1|-|s|t|ah0|-|f|ay2,0,1,0,14.19607843,0,0,224,0,0,3,6,0,0,0,1959,1,t8st2f5,polyseme,0,1,0,0,6,P,0,,0,0,0,,0,0,0,0,7
0,3,0,13,3,26,0,1,0,0,moot,1,0,0,moot,1,0,1,10,0,|mÎd|mÎn|mÎs|mÎs|mÎv,0,1.3,0,0,1,0,m|uw1|t,0,1,0,1.176470588,0,0,88,0,0,2,6,0,0,0,773,1,mÎt,polyseme,0,1,0,0,6,P,0,|bÎt|ÉÎt|àÎt|lÎt|nÎt|rÎt|rÎt|ÉÎt|sÎt|tÎt,0,1,0,|bÎt|ÉÎt|àÎt|lÎt|nÎt|rÎt|rÎt|ÉÎt|sÎt|tÎt|m1t|mÛt|m1t|mèt|mèt|m8t|m5t|m5t|mét|môt|m2t|mÎd|mÎn|mÎs|mÎs|mÎv,|soot|toot|hoot|loot|root|boot|foot|moat|mort|most|moor|mood|moon,5,0,0,4
0,0,0,0,8,0,0,1,0,0,persuasion,1,0,0,persuasion,1,0,3.35,0,0,,0,3.15,0,0,3,0,p|er0|-|s|w|ey1|-|zh|ah0|n,0,1,0,1.960784314,0,0,345,0,0,0,3,0,0,0,1345,1,p9swÛÔ2n,polyseme,0,1,0,0,3,P,0,,0,3,0,,0,0,0,0,10
0,5,0,0,7,1,0,1,0,0,innocent,1,0,0,innocent,1,0,2.55,0,0,|én2s2ns,0,2.75,0,0,3,0,ih1|-|n|ah0|-|s|ah0|n|t,0,1,0,54.50980392,0,0,182,0,0,0,6,0,0,0,1505,1,én2s2nt,polyseme,0,1,0,0,6,P,0,,0,1,0,|én2s2ns,0,1,0,0,8
0,3,0,0,6,1,0,1,0,0,tragic,1,0,0,tragic,1,0,2.8,0,0,,0,2.65,0,0,2,0,t|r|ae1|-|jh|ih0|k,0,1,0,12.23529412,0,0,160,0,0,0,3,0,0,0,1065,1,tr1êék,polyseme,0,1,0,0,3,P,0,,0,0,0,|tr1fék,0,0,0,0,6
0,0,0,0,7,0,0,1,0,0,register,1,0,0,register,1,0,3.25,0,0,,0,2.65,0,0,3,2,r|eh1|-|jh|ih0|-|s|t|er0,0,1,0,11,0,0,373,0,0,5,14,0,0,0,1736,1,r8êést9,polyseme,0,1,0,0,14,P,0,,0,7,0,,0,0,0,0,8
0,0,0,2,5,2,0,1,0,0,slump,1,0,0,slump,1,0,1.65,1,0,,0,1.65,0,0,1,3,s|l|ah1|m|p,0,1,0,1.196078431,0,0,78,0,0,0,6,0,0,0,842,1,sl2mp,polyseme,0,1,0,0,6,P,0,|pl2mp,0,3,0,|pl2mp|st2mp,|plump|stump,0,0,0,5
0,0,0,3,5,2,0,3,0,0,scarf,1,0,0,scarf,1,0,1.85,0,0,|sk0rd|sk0rz,0,1.8,0,0,1,0,s|k|aa1|r|f,0,1,0,4.68627451,0,0,86,1,0,4,7,0,0,0,911,1,sk0rf,homonymhybrid,0,3,0,0,7,H,0,,0,3,0,|sk0rd|sk0rz,|scars|scary|scare,2,0,0,5
0,0,0,0,8,0,0,1,0,0,marmalade,1,0,0,marmalade,1,0,3.6,0,0,,0,3.9,0,0,3,0,m|aa1|r|-|m|ah0|-|l|ey2|d,0,1,0,1.019607843,0,0,129,0,0,0,1,0,0,0,1249,1,m0rm2lÛd,monoseme,0,1,0,0,1,M,0,,0,1,0,,0,0,0,0,9
0,0,0,0,6,0,0,1,0,0,consume,1,0,0,consume,1,0,2.15,0,0,,0,2.25,0,0,2,0,k|ah0|n|-|s|uw1|m,0,1,0,2.058823529,0,0,209,0,0,6,6,0,0,0,1631,1,k2nsÎm,polyseme,0,1,0,0,6,P,0,,0,0,0,,0,0,0,0,7
0,0,0,12,3,18,0,1,0,0,rice,1,0,0,rice,1,0,1,5,0,|r5k|r5m|r5d|r5t|r5p|r5z|r5t|r5t|r5t,0,1.15,0,0,1,0,r|ay1|s,0,1,0,15.07843137,0,0,48,0,0,1,3,0,0,0,701,1,r5s,polyseme,0,1,0,0,3,P,0,|d5s|l5s|m5s|n5s|v5s,0,2,0,|d5s|l5s|m5s|n5s|v5s|rÛs|rès|r0s|r2s|r5k|r5m|r5d|r5t|r5p|r5z|r5t|r5t|r5t,|lice|mice|dice|vice|nice|race|rite|ripe|rise|ride|rick|rich,9,0,0,4
0,0,0,3,5,3,0,1,0,0,vector,1,0,0,vector,1,0,1.7,2,0,,0,1.75,0,0,2,0,v|eh1|k|-|t|er0,0,1,0,1.529411765,0,0,118,0,0,0,3,0,0,0,1457,1,v8kt9,polyseme,0,1,0,0,3,P,0,|à8kt9|s8kt9,0,3,0,|à8kt9|s8kt9|vékt9,|sector|hector|victor,0,0,0,6
0,0,0,2,4,3,0,2,0,0,pitcher,1,0,0,pitcher,1,0,1.7,1,0,|pé6t,0,1.85,0,0,2,0,p|ih1|-|ch|er0,0,1,0,3.235294118,0,0,412,1,0,0,4,0,0,0,2005,1,pé69,homonymhybrid,0,2,0,0,4,H,0,|ré69,0,4,0,|ré69|pél9|pé6t,|pitches|pitched,1,0,0,7
0,4,0,0,6,0,0,1,0,0,sterile,1,0,0,sterile,1,0,2.1,0,0,,0,2.4,0,0,2,0,s|t|eh1|-|r|ah0|l,0,1,0,2.176470588,0,0,222,0,0,0,4,0,0,0,2013,1,st8r2l,polyseme,0,1,0,0,4,P,0,,0,0,0,,0,0,0,0,7
0,0,0,0,5,0,0,1,0,0,bestow,1,0,0,bestow,1,0,1.9,0,0,,0,2.6,0,0,2,0,b|ih0|-|s|t|ow1,0,1,0,1.098039216,0,0,171,0,0,2,2,0,0,0,1332,1,béstô,polyseme,0,1,0,0,2,P,0,,0,0,0,,0,0,0,0,6
0,0,0,2,4,10,0,1,0,0,suffer,1,0,0,suffer,1,0,1.35,3,0,,0,1.75,0,0,2,3,s|ah1|-|f|er0,0,1,0,22.50980392,0,0,366,0,0,3,6,0,0,0,2120,1,s2f9,polyseme,0,1,0,0,6,P,0,|b2f9|r2f9|t2f9,0,0,0,|b2f9|r2f9|t2f9|s5f9|sÛf9|s9f9|s2k9|s2m9|s2p9|s2t9,|buffer|surfer,0,0,0,6
0,1,0,0,8,0,0,1,0,0,shorthand,1,0,0,shorthand,1,0,3.65,0,0,,0,3.45,0,0,2,0,sh|ao1|r|t|-|hh|ae2|n|d,0,1,0,1,0,0,85,0,0,0,3,0,0,0,1407,1,É3rtà1nd,polyseme,0,1,0,0,3,P,0,,0,2,0,,0,0,0,0,9
0,0,0,0,5,0,0,1,0,0,logic,1,0,0,logic,1,0,2.45,0,0,,0,2.05,0,0,2,0,l|aa1|-|jh|ih0|k,0,1,0,6.705882353,0,0,70,0,0,0,4,0,0,0,769,1,l0êék,polyseme,0,1,0,0,4,P,0,,0,4,0,,0,0,0,0,5
0,0,0,7,4,15,0,2,0,0,sling,1,0,0,sling,1,0,1,2,0,|slék|sléd|slém|slép|slét,0,1.5,0,0,1,0,s|l|ih1|ng,0,1,0,2.294117647,0,0,163,1,0,2,6,0,0,0,1091,1,sléî,homonymhybrid,0,2,0,0,6,H,0,|kléî|fléî,0,4,0,|kléî|fléî|sÛéî|sèéî|sôéî|s5éî|stéî|sÎéî|swéî|sl1î|slék|sléd|slém|slép|slét,|bling|cling|fling|suing|sting|swing|slang,5,0,0,5
0,2,0,0,5,0,0,1,0,0,unheard,1,0,0,unheard,1,0,2.2,0,0,,0,2.8,0,0,2,0,ah0|n|-|hh|er1|d,0,1,0,1.490196078,0,0,117,0,0,0,2,0,0,0,1256,1,2nà9d,polyseme,0,1,0,0,2,P,0,,0,0,0,,0,0,0,0,7
0,4,0,0,8,0,0,1,0,0,intensive,1,0,0,intensive,1,0,2.6,0,0,,0,2.6,0,0,3,0,ih0|n|-|t|eh1|n|-|s|ih0|v,0,1,0,2.196078431,0,0,314,0,0,0,5,0,0,0,1670,1,ént8nsév,polyseme,0,1,0,0,5,P,0,,0,1,0,,0,0,0,0,9
0,1,0,0,8,0,0,1,0,0,diabetic,1,0,0,diabetic,1,0,3.35,0,0,,0,2.9,0,0,4,0,d|ay2|-|ah0|-|b|eh1|-|t|ih0|k,0,1,0,2.215686275,0,0,144,0,0,0,2,0,0,0,1096,1,d52b8ték,polyseme,0,1,0,0,2,P,0,,0,1,0,,0,0,0,0,8
0,0,0,1,5,3,0,1,0,0,raffle,1,0,0,raffle,1,0,1.6,0,0,,0,2.05,0,0,2,0,r|ae1|-|f|ah0|l,0,1,0,1.823529412,0,0,165,0,0,1,2,0,0,0,1479,1,r1f2l,polyseme,0,1,0,0,2,P,0,,0,1,0,|r5f2l|r1b2l|r1t2l,|waffle,0,0,0,6
0,2,0,0,9,0,0,1,0,0,epileptic,1,0,0,epileptic,1,0,4.4,0,0,,0,3.65,0,0,4,0,eh2|-|p|ah0|-|l|eh1|p|-|t|ih0|k,0,1,0,1.196078431,0,0,67,0,0,0,3,0,0,0,792,1,8p2l8pték,polyseme,0,1,0,0,3,P,0,,0,1,0,,0,0,0,0,9
0,2,0,0,10,0,0,1,0,0,profitable,1,0,0,profitable,1,0,3.35,0,0,,0,3.2,0,0,4,0,p|r|aa1|-|f|ah0|-|t|ah0|-|b|ah0|l,0,1,0,2.450980392,0,0,213,0,0,0,2,0,0,0,872,1,pr0f2t2b2l,polyseme,0,1,0,0,2,P,0,,0,0,0,,0,0,0,0,10
0,0,0,3,4,4,0,1,0,0,lobby,1,0,0,lobby,1,0,1.6,4,0,,0,1.85,0,0,2,1,l|aa1|-|b|iy0,0,1,0,12.68627451,0,0,67,0,0,2,5,0,0,0,946,1,l0bè,polyseme,0,1,0,0,5,P,0,|b0bè|b0bè|d0bè|à0bè,0,2,0,|b0bè|b0bè|d0bè|à0bè,|dobby|hobby|bobby,0,0,0,5
0,0,0,0,6,0,0,1,0,0,furniture,1,0,0,furniture,1,0,3.6,0,0,,0,3.6,0,0,3,0,f|er1|-|n|ih0|-|ch|er0,0,1,0,15.07843137,0,0,113,0,0,0,1,0,0,0,1301,1,f9né69,monoseme,0,1,0,0,1,M,0,,0,1,0,,0,0,0,0,9
0,3,0,0,7,1,0,1,0,0,standard,1,0,0,standard,1,0,1.95,0,0,,0,2.75,0,0,2,0,s|t|ae1|n|-|d|er0|d,0,1,0,18.43137255,0,0,188,0,0,0,8,0,0,0,1490,1,st1nd9d,polyseme,0,1,0,0,8,P,0,,0,5,0,|st1nf9d,0,0,0,0,8
0,0,0,12,3,23,0,2,0,0,lash,1,0,0,lash,1,0,1,8,0,|l1b|l1k|l1k|l1d|l1g|l1m|l1m|l1n|l1î|l1p|l1s|l16|l1f,0,1.1,0,0,1,3,l|ae1|sh,0,1,0,1.666666667,0,0,88,1,0,5,12,0,0,0,673,1,l1É,homonymhybrid,0,2,0,0,12,H,0,|b1É|k1É|d1É|à1É|m1É|n1É|r1É|s1É,0,4,0,|b1É|k1É|d1É|à1É|m1É|n1É|r1É|s1É|lèÉ|l2É|l1b|l1k|l1k|l1d|l1g|l1m|l1m|l1n|l1î|l1p|l1s|l16|l1f,|sash|bash|hash|mash|nash|dash|rash|wash|cash|lush|lass|last,13,0,0,4
0,0,0,0,6,0,0,1,0,0,amnesia,1,0,0,amnesia,1,0,3.1,0,0,,0,3,0,0,3,0,ae0|m|-|n|iy1|-|zh|ah0,0,1,0,3.705882353,0,0,57,0,0,0,1,0,0,0,906,1,1mnèÔ2,monoseme,0,1,0,0,1,M,0,,0,1,0,,0,0,0,0,7
0,1,0,0,7,0,0,1,0,0,lovable,1,0,0,lovable,1,0,2.7,0,0,,0,2.55,0,0,3,0,l|ah1|-|v|ah0|-|b|ah0|l,0,1,0,1.784313725,0,0,87,0,0,0,1,0,0,0,1261,1,l2v2b2l,monoseme,0,1,0,0,1,M,0,,0,0,0,,0,0,0,0,7
0,0,0,0,5,0,0,1,0,0,anthem,1,0,0,anthem,1,0,2.15,0,0,,0,2.6,0,0,2,0,ae1|n|-|th|ah0|m,0,1,0,1.882352941,0,0,91,0,0,0,2,0,0,0,1530,1,1nÈ2m,polyseme,0,1,0,0,2,P,0,,0,2,0,,0,0,0,0,6
0,0,0,0,6,0,0,1,0,0,destroy,1,0,0,destroy,1,0,2.6,0,0,,0,2.85,0,0,2,1,d|ih0|-|s|t|r|oy1,0,1,0,47.17647059,0,0,176,0,0,4,5,0,0,0,1548,1,déstrû,polyseme,0,1,0,0,5,P,0,,0,0,0,,0,0,0,0,7
0,0,0,1,9,0,0,1,0,0,journalism,1,0,0,journalism,1,0,4.55,0,0,,0,3.55,0,0,4,0,jh|er1|-|n|ah0|-|l|ih2|-|z|ah0|m,0,1,0,3.823529412,0,0,95,0,0,0,3,0,0,0,933,1,ê9n2léz2m,polyseme,0,1,0,0,3,P,0,,0,3,0,,|journalist,0,0,0,10
0,2,0,0,6,0,0,1,0,0,cowardly,1,0,0,cowardly,1,0,2.95,0,0,,0,3.05,1,0,3,0,k|aw1|-|er0|d|-|l|iy0,0,1,0,2.31372549,0,0,181,0,0,0,3,0,0,0,1357,1,k49dlè,polyseme,0,1,0,0,3,P,0,,0,0,0,,0,0,0,0,8
0,0,0,12,3,13,0,1,0,0,jug,1,0,0,jug,1,0,1.7,9,0,|ê2ê|ê2n,0,1.5,0,0,1,0,jh|ah1|g,0,1,0,2.62745098,0,0,11,0,0,2,7,0,0,0,133,1,ê2g,polyseme,0,1,0,0,7,P,0,|b2g|62g|d2g|à2g|l2g|m2g|r2g|È2g|t2g,0,5,0,|b2g|62g|d2g|à2g|l2g|m2g|r2g|È2g|t2g|êég|ê0g|ê2ê|ê2n,|pug|lug|tug|mug|dug|rug|hug|bug|jig|jag|jog|jun,2,0,0,3
0,1,0,0,7,0,0,1,0,0,champion,1,0,0,champion,1,0,3.25,0,0,,0,2.85,0,0,3,0,ch|ae1|m|-|p|iy0|-|ah0|n,0,1,0,20.92156863,0,0,242,0,0,1,5,0,0,0,1610,1,61mpè2n,polyseme,0,1,0,0,5,P,0,,0,3,0,,0,0,0,0,8
0,0,0,2,3,16,0,1,0,0,guide,1,0,0,guide,1,0,1,12,0,|g5l|g5z,0,1.75,0,0,1,0,g|ay1|d,0,1,0,17.84313725,0,0,56,0,0,5,11,0,0,0,1041,1,g5d,polyseme,0,1,0,0,11,P,0,|d5d|d5d|f5d|à5d|à5d|l5d|r5d|s5d|s5d|t5d|t5d|w5d,0,6,0,|d5d|d5d|f5d|à5d|à5d|l5d|r5d|s5d|s5d|t5d|t5d|w5d|g0d|gÊd|g5l|g5z,|glide|guile,2,0,0,5
0,0,0,0,6,0,0,1,0,0,ballroom,1,0,0,ballroom,1,0,2.8,0,0,,0,2.95,0,0,2,0,b|ao1|l|-|r|uw2|m,0,1,0,4.31372549,0,0,132,0,0,0,1,0,0,0,1222,1,b3lrÎm,monoseme,0,1,0,0,1,M,0,,0,1,0,,0,0,0,0,8
0,2,0,0,10,0,0,1,0,0,optimistic,1,0,0,optimistic,1,0,4.6,0,0,,0,3.95,0,0,4,0,aa2|p|-|t|ah0|-|m|ih1|-|s|t|ih0|k,0,1,0,3.392156863,0,0,64,0,0,0,2,0,0,0,575,1,0pt2mésték,polyseme,0,1,0,0,2,P,0,,0,0,0,,0,0,0,0,10
0,2,0,1,5,3,0,1,0,0,screwy,1,0,0,screwy,1,0,1.85,0,0,|skrÎd|skrÎz|skrÎê,0,2.05,0,0,2,0,s|k|r|uw1|-|iy0,0,1,0,1.764705882,0,0,77,0,0,0,2,0,0,0,1422,1,skrÎè,polyseme,0,1,0,0,2,P,0,,0,0,0,|skrÎd|skrÎz|skrÎê,|screws,3,0,0,6
0,4,0,0,6,0,0,1,0,0,captive,1,0,0,captive,1,0,2.65,0,0,,0,2.5,0,0,2,0,k|ae1|p|-|t|ih0|v,0,1,0,2.274509804,0,0,212,0,0,0,6,0,0,0,2189,1,k1ptév,polyseme,0,1,0,0,6,P,0,,0,2,0,,0,0,0,0,7
0,0,0,0,8,0,0,1,0,0,opposition,1,0,0,opposition,1,0,2.7,0,0,,0,2.8,0,0,4,0,aa2|-|p|ah0|-|z|ih1|-|sh|ah0|n,0,1,0,3.039215686,0,0,442,0,0,0,3,0,0,0,1184,1,0p2zéÉ2n,polyseme,0,1,0,0,3,P,0,,0,3,0,,0,0,0,0,10
