;base_text;output
743;black: ['match', 'capital', 'stock'], tan: ['field', 'ninja', 'comic', 'cover', 'contract', 'disease', 'wake', 'switch', 'undertaker', 'king', 'space', 'opera'], targets: ['light', 'ray'];bright
744;black: ['match', 'capital', 'stock'], tan: ['field', 'ninja', 'comic', 'cover', 'contract', 'disease', 'wake', 'switch', 'undertaker', 'king', 'space', 'opera'], targets: ['press', 'slip'];fit
745;black: ['match', 'capital', 'stock'], tan: ['field', 'ninja', 'comic', 'contract', 'disease', 'wake', 'switch', 'undertaker', 'king', 'space', 'opera'], targets: ['press'];button
746;black: ['match', 'capital', 'stock'], tan: ['field', 'ninja', 'comic', 'contract', 'disease', 'wake', 'switch', 'undertaker', 'king', 'space', 'opera'], targets: ['trip', 'slip'];slide
747;black: ['match', 'capital', 'stock'], tan: ['field', 'ninja', 'comic', 'contract', 'disease', 'wake', 'switch', 'undertaker', 'king', 'space', 'opera'], targets: ['trip'];travel
748;black: ['match', 'capital', 'stock'], tan: ['field', 'ninja', 'comic', 'contract', 'disease', 'wake', 'switch', 'undertaker', 'king', 'space', 'opera'], targets: ['ray'];x
749;black: ['match', 'capital', 'stock'], tan: ['field', 'disease', 'wake', 'switch', 'undertaker', 'king', 'space', 'opera'], targets: ['ray'];beam
750;black: ['stock', 'switch', 'unicorn'], tan: ['boom', 'alien', 'check', 'fair', 'point', 'mount', 'beat', 'ghost', 'cast', 'spot', 'capital', 'green', 'fall'], targets: ['play', 'sound', 'press', 'pitch', 'grace'];music
751;black: ['stock', 'switch', 'unicorn'], tan: ['boom', 'alien', 'check', 'fair', 'point', 'mount', 'ghost', 'cast', 'spot', 'capital', 'green', 'fall'], targets: ['king', 'grace'];royal
752;black: ['stock', 'switch', 'unicorn'], tan: ['boom', 'alien', 'check', 'fair', 'point', 'mount', 'ghost', 'cast', 'spot', 'capital', 'green', 'fall'], targets: ['scientist', 'change'];laboratory
753;black: ['stock', 'grace', 'ghost'], tan: ['boom', 'sound', 'fair', 'mount', 'beat', 'king', 'play', 'switch', 'capital', 'scientist', 'pitch', 'green', 'fall'], targets: ['check', 'point'];blank
754;black: ['stock', 'grace', 'ghost'], tan: ['boom', 'sound', 'fair', 'mount', 'beat', 'king', 'play', 'switch', 'capital', 'scientist', 'pitch', 'green', 'fall'], targets: ['spot', 'ray'];light
755;black: ['stock', 'grace', 'ghost'], tan: ['boom', 'sound', 'fair', 'mount', 'beat', 'king', 'play', 'capital', 'scientist', 'pitch', 'green', 'fall'], targets: ['unicorn', 'alien'];folklore
756;black: ['press', 'opera', 'lap'], tan: ['cast', 'mammoth', 'unicorn', 'spot', 'undertaker', 'spell', 'spring', 'alien', 'green', 'ray', 'sub', 'field', 'poison'], targets: ['angel'];holy
757;black: ['press', 'opera', 'lap'], tan: ['cast', 'mammoth', 'unicorn', 'spot', 'undertaker', 'spell', 'spring', 'alien', 'green', 'ray', 'sub', 'field', 'poison'], targets: ['part'];portion
758;black: ['press', 'opera', 'lap'], tan: ['cast', 'mammoth', 'unicorn', 'spot', 'undertaker', 'spell', 'spring', 'alien', 'green', 'ray', 'sub', 'field', 'poison'], targets: ['round'];circle
759;black: ['press', 'opera', 'lap'], tan: ['cast', 'mammoth', 'unicorn', 'spot', 'undertaker', 'spell', 'spring', 'alien', 'green', 'ray', 'sub', 'field', 'poison'], targets: ['genius'];einstein
760;black: ['unicorn', 'genius', 'lap'], tan: ['cast', 'angel', 'mammoth', 'spot', 'grace', 'opera', 'spring', 'round', 'green', 'mass', 'sub', 'field', 'air'], targets: ['centaur'];horse
761;black: ['unicorn', 'genius', 'lap'], tan: ['cast', 'angel', 'mammoth', 'spot', 'grace', 'opera', 'spring', 'round', 'green', 'mass', 'sub', 'field', 'air'], targets: ['light', 'ray'];sunray
762;black: ['unicorn', 'genius', 'lap'], tan: ['cast', 'angel', 'mammoth', 'spot', 'grace', 'opera', 'spring', 'round', 'green', 'mass', 'sub', 'field', 'air'], targets: ['undertaker'];morgue
763;black: ['witch', 'date', 'time'], tan: ['plot', 'leprechaun', 'point', 'sound', 'scientist', 'drop', 'fair', 'boom', 'capital', 'figure', 'agent', 'center', 'disease'], targets: ['racket'];tennis
764;black: ['witch', 'date', 'time'], tan: ['plot', 'leprechaun', 'point', 'sound', 'scientist', 'drop', 'fair', 'boom', 'capital', 'figure', 'agent', 'center', 'disease'], targets: ['compound', 'round'];ound
765;black: ['witch', 'date', 'time'], tan: ['plot', 'leprechaun', 'point', 'scientist', 'drop', 'fair', 'boom', 'capital', 'figure', 'agent', 'center', 'disease'], targets: ['space', 'spell', 'spot'];s_____
766;black: ['witch', 'date', 'time'], tan: ['plot', 'leprechaun', 'point', 'scientist', 'drop', 'fair', 'boom', 'capital', 'figure', 'agent', 'center', 'disease'], targets: ['part'];piece
767;black: ['witch', 'date', 'time'], tan: ['plot', 'leprechaun', 'point', 'scientist', 'drop', 'fair', 'boom', 'capital', 'figure', 'agent', 'center', 'disease'], targets: ['match'];same
768;black: ['witch', 'date', 'time'], tan: ['plot', 'leprechaun', 'point', 'scientist', 'drop', 'fair', 'boom', 'capital', 'figure', 'agent', 'center', 'disease'], targets: ['match', 'spot'];splatch
769;black: ['witch', 'date', 'time'], tan: ['plot', 'leprechaun', 'point', 'scientist', 'drop', 'fair', 'boom', 'capital', 'figure', 'agent', 'center', 'disease'], targets: ['spot'];dot
770;black: ['witch', 'scientist', 'spot'], tan: ['plot', 'leprechaun', 'compound', 'date', 'racket', 'part', 'fair', 'match', 'capital', 'agent', 'center', 'disease', 'space'], targets: ['boom', 'sound'];explosion
771;black: ['witch', 'scientist', 'spot'], tan: ['plot', 'leprechaun', 'compound', 'date', 'racket', 'part', 'fair', 'match', 'capital', 'agent', 'center', 'disease', 'space'], targets: ['wake'];vigil
772;black: ['witch', 'scientist', 'spot'], tan: ['plot', 'leprechaun', 'compound', 'date', 'racket', 'part', 'fair', 'match', 'capital', 'agent', 'center', 'disease', 'space'], targets: ['drop'];abandon
773;black: ['witch', 'scientist', 'spot'], tan: ['plot', 'leprechaun', 'compound', 'date', 'racket', 'part', 'fair', 'match', 'capital', 'agent', 'center', 'disease', 'space'], targets: ['point'];tip
774;black: ['witch', 'scientist', 'spot'], tan: ['plot', 'leprechaun', 'compound', 'date', 'racket', 'part', 'fair', 'match', 'capital', 'agent', 'center', 'disease', 'space'], targets: ['sound'];noise
775;black: ['witch', 'scientist', 'spot'], tan: ['plot', 'leprechaun', 'compound', 'date', 'racket', 'part', 'fair', 'match', 'capital', 'agent', 'center', 'disease', 'space'], targets: ['time'];night
776;black: ['witch', 'scientist', 'spot'], tan: ['plot', 'leprechaun', 'compound', 'date', 'racket', 'part', 'fair', 'match', 'capital', 'agent', 'center', 'disease', 'space'], targets: ['figure'];action
777;black: ['drop', 'part', 'capital'], tan: ['disease', 'draft', 'slip', 'date', 'mass', 'sound', 'cold', 'point', 'centaur', 'unicorn', 'revolution', 'soul', 'fair'], targets: ['link', 'play', 'fighter', 'spy', 'comic'];game
778;black: ['drop', 'part', 'capital'], tan: ['disease', 'draft', 'slip', 'date', 'mass', 'sound', 'cold', 'point', 'centaur', 'unicorn', 'revolution', 'soul', 'fair'], targets: ['vacuum'];clean
779;black: ['drop', 'part', 'capital'], tan: ['disease', 'draft', 'slip', 'date', 'mass', 'sound', 'cold', 'point', 'centaur', 'unicorn', 'revolution', 'soul', 'fair'], targets: ['spy', 'fighter'];mission
780;black: ['drop', 'part', 'capital'], tan: ['disease', 'draft', 'slip', 'date', 'mass', 'sound', 'cold', 'point', 'centaur', 'unicorn', 'revolution', 'soul', 'fair'], targets: ['link'];website
781;black: ['drop', 'part', 'capital'], tan: ['disease', 'draft', 'slip', 'date', 'mass', 'sound', 'cold', 'point', 'centaur', 'unicorn', 'revolution', 'soul', 'fair'], targets: ['fighter'];wrestling
782;black: ['drop', 'part', 'capital'], tan: ['disease', 'draft', 'slip', 'date', 'mass', 'sound', 'cold', 'point', 'centaur', 'unicorn', 'revolution', 'soul', 'fair'], targets: ['stock'];market
783;black: ['drop', 'part', 'capital'], tan: ['disease', 'draft', 'slip', 'date', 'mass', 'sound', 'cold', 'point', 'centaur', 'unicorn', 'revolution', 'soul', 'fair'], targets: ['figure'];collectible
784;black: ['stock', 'drop', 'soul'], tan: ['draft', 'slip', 'fighter', 'mass', 'sound', 'point', 'link', 'part', 'centaur', 'spy', 'unicorn', 'play', 'figure'], targets: ['cold', 'wind'];weather
785;black: ['stock', 'drop', 'soul'], tan: ['draft', 'slip', 'fighter', 'mass', 'sound', 'point', 'link', 'part', 'centaur', 'spy', 'unicorn', 'play', 'figure'], targets: ['disease'];sickness
786;black: ['stock', 'drop', 'soul'], tan: ['draft', 'slip', 'fighter', 'mass', 'sound', 'point', 'link', 'part', 'centaur', 'spy', 'unicorn', 'play', 'figure'], targets: ['comic'];funny
787;black: ['stock', 'drop', 'soul'], tan: ['draft', 'slip', 'fighter', 'mass', 'sound', 'point', 'link', 'part', 'centaur', 'spy', 'unicorn', 'play', 'figure'], targets: ['revolution'];turn
788;black: ['stock', 'drop', 'soul'], tan: ['draft', 'fighter', 'mass', 'sound', 'point', 'link', 'part', 'centaur', 'spy', 'unicorn', 'play', 'figure'], targets: ['capital'];washington
789;black: ['stock', 'drop', 'soul'], tan: ['draft', 'fighter', 'mass', 'sound', 'point', 'link', 'part', 'centaur', 'spy', 'unicorn', 'play', 'figure'], targets: ['fair'];unbiased
790;black: ['stock', 'drop', 'soul'], tan: ['draft', 'fighter', 'mass', 'sound', 'point', 'link', 'part', 'centaur', 'spy', 'unicorn', 'play', 'figure'], targets: ['revolution'];coup
791;black: ['stock', 'drop', 'soul'], tan: ['draft', 'fighter', 'mass', 'sound', 'point', 'link', 'part', 'centaur', 'spy', 'unicorn', 'play', 'figure'], targets: ['date'];appointment
792;black: ['cycle', 'unicorn', 'compound'], tan: ['slip', 'grace', 'roulette', 'spell', 'stock', 'ninja', 'agent', 'embassy', 'ray', 'sound', 'degree', 'pitch', 'mammoth'], targets: ['scientist'];laboratory
793;black: ['cycle', 'unicorn', 'compound'], tan: ['slip', 'grace', 'roulette', 'spell', 'stock', 'ninja', 'agent', 'embassy', 'ray', 'sound', 'degree', 'pitch', 'mammoth'], targets: ['well'];good
794;black: ['cycle', 'unicorn', 'compound'], tan: ['slip', 'grace', 'roulette', 'spell', 'stock', 'ninja', 'agent', 'embassy', 'ray', 'sound', 'degree', 'pitch', 'mammoth'], targets: ['death'];die
795;black: ['cycle', 'unicorn', 'compound'], tan: ['slip', 'grace', 'roulette', 'spell', 'stock', 'ninja', 'agent', 'embassy', 'ray', 'sound', 'degree', 'pitch', 'mammoth'], targets: ['light'];illumination
796;black: ['cycle', 'unicorn', 'compound'], tan: ['slip', 'grace', 'roulette', 'spell', 'stock', 'ninja', 'agent', 'embassy', 'ray', 'sound', 'degree', 'pitch', 'mammoth'], targets: ['conductor'];driver
797;black: ['cycle', 'unicorn', 'compound'], tan: ['slip', 'grace', 'roulette', 'spell', 'stock', 'ninja', 'agent', 'embassy', 'ray', 'sound', 'degree', 'pitch', 'mammoth'], targets: ['contract'];agreement
798;black: ['unicorn', 'embassy', 'charge'], tan: ['cycle', 'death', 'roulette', 'spell', 'stock', 'ninja', 'light', 'agent', 'conductor', 'contract', 'sound', 'row', 'mammoth'], targets: ['degree'];college
799;black: ['unicorn', 'embassy', 'charge'], tan: ['cycle', 'death', 'roulette', 'spell', 'stock', 'ninja', 'light', 'agent', 'conductor', 'contract', 'sound', 'row', 'mammoth'], targets: ['link'];website
800;black: ['unicorn', 'embassy', 'charge'], tan: ['cycle', 'death', 'roulette', 'spell', 'stock', 'ninja', 'light', 'agent', 'conductor', 'contract', 'sound', 'row', 'mammoth'], targets: ['ray'];sky
801;black: ['unicorn', 'embassy', 'charge'], tan: ['cycle', 'death', 'roulette', 'spell', 'stock', 'ninja', 'light', 'agent', 'conductor', 'contract', 'sound', 'row', 'mammoth'], targets: ['slip'];slide
802;black: ['unicorn', 'embassy', 'charge'], tan: ['cycle', 'death', 'roulette', 'spell', 'stock', 'ninja', 'light', 'agent', 'conductor', 'contract', 'sound', 'row', 'mammoth'], targets: ['grace'];clowns
803;black: ['unicorn', 'embassy', 'charge'], tan: ['cycle', 'death', 'roulette', 'spell', 'stock', 'ninja', 'light', 'agent', 'conductor', 'contract', 'sound', 'row', 'mammoth'], targets: ['compound'];sentence
804;black: ['novel', 'slip', 'scientist'], tan: ['boom', 'millionaire', 'link', 'opera', 'point', 'angel', 'tag', 'charge', 'ninja', 'vacuum', 'switch', 'space', 'ghost'], targets: ['march'];month
805;black: ['novel', 'slip', 'scientist'], tan: ['boom', 'millionaire', 'link', 'opera', 'point', 'angel', 'tag', 'charge', 'ninja', 'vacuum', 'switch', 'space', 'ghost'], targets: ['mass'];volume
806;black: ['novel', 'slip', 'scientist'], tan: ['millionaire', 'link', 'opera', 'point', 'angel', 'tag', 'charge', 'ninja', 'vacuum', 'switch', 'space', 'ghost'], targets: ['unicorn'];horse
807;black: ['novel', 'slip', 'scientist'], tan: ['millionaire', 'link', 'opera', 'point', 'angel', 'tag', 'charge', 'ninja', 'vacuum', 'switch', 'space', 'ghost'], targets: ['row'];line
808;black: ['novel', 'slip', 'scientist'], tan: ['millionaire', 'link', 'opera', 'point', 'angel', 'tag', 'charge', 'ninja', 'vacuum', 'switch', 'space', 'ghost'], targets: ['capital'];money
809;black: ['novel', 'slip', 'scientist'], tan: ['link', 'opera', 'point', 'angel', 'tag', 'charge', 'ninja', 'vacuum', 'switch', 'space', 'ghost'], targets: ['contract'];agreement
810;black: ['novel', 'slip', 'scientist'], tan: ['link', 'opera', 'point', 'angel', 'tag', 'charge', 'ninja', 'vacuum', 'switch', 'space', 'ghost'], targets: ['poison'];venom
811;black: ['novel', 'slip', 'scientist'], tan: ['link', 'opera', 'point', 'angel', 'tag', 'charge', 'ninja', 'vacuum', 'switch', 'space', 'ghost'], targets: ['capital'];washington
812;black: ['novel', 'slip', 'scientist'], tan: ['link', 'opera', 'point', 'angel', 'tag', 'charge', 'ninja', 'vacuum', 'switch', 'space', 'ghost'], targets: ['pass'];throw
813;black: ['row', 'opera', 'slip'], tan: ['millionaire', 'link', 'capital', 'point', 'contract', 'angel', 'tag', 'vacuum', 'poison', 'march', 'scientist', 'pass', 'space'], targets: ['novel'];book
814;black: ['row', 'opera', 'slip'], tan: ['millionaire', 'link', 'capital', 'point', 'contract', 'angel', 'tag', 'vacuum', 'poison', 'march', 'scientist', 'pass', 'space'], targets: ['mass'];priest
815;black: ['row', 'opera', 'slip'], tan: ['millionaire', 'link', 'capital', 'point', 'contract', 'angel', 'tag', 'vacuum', 'poison', 'march', 'scientist', 'pass', 'space'], targets: ['charge'];battery
816;black: ['row', 'opera', 'slip'], tan: ['millionaire', 'link', 'capital', 'point', 'contract', 'angel', 'tag', 'vacuum', 'poison', 'march', 'scientist', 'pass', 'space'], targets: ['boom'];explosions
817;black: ['row', 'opera', 'slip'], tan: ['millionaire', 'link', 'capital', 'point', 'contract', 'angel', 'tag', 'vacuum', 'poison', 'march', 'pass', 'space'], targets: ['ghost'];poltergeist
818;black: ['row', 'opera', 'slip'], tan: ['millionaire', 'link', 'capital', 'point', 'contract', 'angel', 'tag', 'vacuum', 'poison', 'march', 'pass', 'space'], targets: ['unicorn'];mythical
819;black: ['row', 'opera', 'slip'], tan: ['millionaire', 'link', 'capital', 'point', 'contract', 'angel', 'tag', 'vacuum', 'poison', 'march', 'pass', 'space'], targets: ['switch'];toggle
820;black: ['row', 'opera', 'slip'], tan: ['millionaire', 'link', 'capital', 'point', 'contract', 'angel', 'tag', 'vacuum', 'poison', 'march', 'pass', 'space'], targets: ['boom'];sonic
821;black: ['row', 'opera', 'slip'], tan: ['millionaire', 'link', 'capital', 'point', 'contract', 'angel', 'tag', 'vacuum', 'poison', 'march', 'pass', 'space'], targets: ['ninja'];shinobi
822;black: ['cover', 'date', 'superhero'], tan: ['press', 'compound', 'space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'novel', 'lap', 'trip', 'figure'], targets: ['leprechaun', 'ghost'];imaginary
823;black: ['cover', 'date', 'superhero'], tan: ['press', 'compound', 'space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'novel', 'lap', 'trip', 'figure'], targets: ['plot', 'ghost'];cemetery
824;black: ['cover', 'date', 'superhero'], tan: ['press', 'compound', 'space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'novel', 'lap', 'trip', 'figure'], targets: ['cold', 'wind'];shiver
825;black: ['cover', 'date', 'superhero'], tan: ['press', 'compound', 'space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'novel', 'lap', 'trip', 'figure'], targets: ['wind'];blow
826;black: ['cover', 'date', 'superhero'], tan: ['press', 'compound', 'space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'novel', 'lap', 'trip', 'figure'], targets: ['play'];stage
827;black: ['cover', 'date', 'superhero'], tan: ['press', 'compound', 'space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'lap', 'trip', 'figure'], targets: ['play', 'life'];game
828;black: ['cover', 'date', 'superhero'], tan: ['press', 'compound', 'space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'lap', 'trip', 'figure'], targets: ['play', 'force'];push
829;black: ['cover', 'date', 'superhero'], tan: ['compound', 'space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'lap', 'trip', 'figure'], targets: ['play'];button
830;black: ['cover', 'date', 'superhero'], tan: ['space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'lap', 'trip', 'figure'], targets: ['force'];jedi
831;black: ['cover', 'date', 'superhero'], tan: ['space', 'disease', 'revolution', 'angel', 'time', 'crash', 'death', 'lap', 'trip', 'figure'], targets: ['play'];sport
832;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'death', 'novel', 'lap', 'plot', 'superhero', 'cold', 'ghost'], targets: ['space'];nasa
833;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'death', 'novel', 'lap', 'plot', 'superhero', 'cold', 'ghost'], targets: ['disease'];sickness
834;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'death', 'novel', 'lap', 'plot', 'superhero', 'cold', 'ghost'], targets: ['day'];sun
835;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'death', 'novel', 'lap', 'plot', 'superhero', 'cold', 'ghost'], targets: ['trip'];travel
836;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'death', 'novel', 'lap', 'plot', 'superhero', 'cold', 'ghost'], targets: ['crash'];impact
837;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'death', 'novel', 'lap', 'plot', 'superhero', 'cold', 'ghost'], targets: ['time'];watch
838;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'death', 'novel', 'lap', 'plot', 'superhero', 'cold', 'ghost'], targets: ['cover'];protect
839;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'death', 'novel', 'lap', 'plot', 'cold', 'ghost'], targets: ['life'];dying
840;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'novel', 'lap', 'plot', 'cold', 'ghost'], targets: ['life'];die
841;black: ['date', 'figure', 'play'], tan: ['press', 'force', 'compound', 'revolution', 'angel', 'wind', 'novel', 'lap', 'plot', 'cold', 'ghost'], targets: ['cover'];conceal
842;black: ['angel', 'revolution', 'conductor'], tan: ['beat', 'mine', 'row', 'code', 'bond', 'lap', 'air', 'change', 'space', 'king', 'agent', 'time', 'life'], targets: ['trip', 'fall', 'slip'];tumble
843;black: ['angel', 'revolution', 'conductor'], tan: ['beat', 'mine', 'row', 'code', 'bond', 'lap', 'air', 'change', 'space', 'king', 'agent', 'time', 'life'], targets: ['poison'];toxic
844;black: ['angel', 'revolution', 'conductor'], tan: ['beat', 'mine', 'row', 'code', 'bond', 'lap', 'air', 'change', 'space', 'king', 'agent', 'time', 'life'], targets: ['date'];deadline
845;black: ['angel', 'revolution', 'conductor'], tan: ['beat', 'mine', 'row', 'code', 'bond', 'lap', 'air', 'change', 'space', 'king', 'agent', 'time', 'life'], targets: ['light', 'spot'];illumination
846;black: ['mine', 'trip', 'revolution'], tan: ['beat', 'fall', 'row', 'bond', 'lap', 'angel', 'change', 'agent', 'poison', 'spot', 'light', 'date', 'life'], targets: ['time', 'space'];metaphysical
847;black: ['mine', 'trip', 'revolution'], tan: ['beat', 'fall', 'row', 'bond', 'lap', 'angel', 'change', 'agent', 'poison', 'spot', 'light', 'date'], targets: ['mammoth'];extinct
848;black: ['mine', 'trip', 'revolution'], tan: ['beat', 'fall', 'row', 'bond', 'lap', 'angel', 'change', 'agent', 'poison', 'spot', 'light', 'date'], targets: ['time'];watch
849;black: ['crash', 'wind', 'ninja'], tan: ['contract', 'match', 'march', 'ghost', 'spot', 'beat', 'mine', 'switch', 'well', 'trip', 'cycle', 'check', 'cover'], targets: ['war'];soldiers
850;black: ['crash', 'wind', 'ninja'], tan: ['contract', 'match', 'march', 'ghost', 'spot', 'beat', 'mine', 'switch', 'well', 'trip', 'cycle', 'check', 'cover'], targets: ['boom'];commodities
851;black: ['crash', 'wind', 'ninja'], tan: ['contract', 'match', 'march', 'ghost', 'spot', 'beat', 'mine', 'switch', 'well', 'trip', 'cycle', 'check', 'cover'], targets: ['degree'];grade
852;black: ['crash', 'wind', 'ninja'], tan: ['contract', 'match', 'march', 'ghost', 'spot', 'beat', 'mine', 'switch', 'well', 'trip', 'cycle', 'check', 'cover'], targets: ['boom'];roaring
853;black: ['crash', 'wind', 'ninja'], tan: ['contract', 'match', 'march', 'ghost', 'spot', 'beat', 'mine', 'switch', 'well', 'trip', 'cycle', 'check', 'cover'], targets: ['light'];brightness
854;black: ['crash', 'wind', 'ninja'], tan: ['contract', 'match', 'march', 'ghost', 'spot', 'beat', 'mine', 'switch', 'well', 'trip', 'cycle', 'check', 'cover'], targets: ['change'];swap
855;black: ['crash', 'wind', 'ninja'], tan: ['contract', 'match', 'march', 'ghost', 'spot', 'beat', 'mine', 'well', 'trip', 'cycle', 'check', 'cover'], targets: ['charge'];fee
856;black: ['change', 'ninja', 'cover'], tan: ['contract', 'light', 'crash', 'charge', 'ghost', 'spot', 'beat', 'stock', 'mine', 'switch', 'boom', 'degree', 'trip'], targets: ['march'];month
857;black: ['change', 'ninja', 'cover'], tan: ['contract', 'light', 'crash', 'charge', 'ghost', 'spot', 'beat', 'stock', 'mine', 'switch', 'boom', 'degree', 'trip'], targets: ['conductor'];orchestra
858;black: ['change', 'ninja', 'cover'], tan: ['contract', 'light', 'crash', 'charge', 'ghost', 'spot', 'beat', 'stock', 'mine', 'switch', 'boom', 'degree', 'trip'], targets: ['vacuum'];suction
859;black: ['change', 'ninja', 'cover'], tan: ['contract', 'light', 'crash', 'charge', 'ghost', 'spot', 'beat', 'stock', 'mine', 'switch', 'boom', 'degree', 'trip'], targets: ['check'];mark
860;black: ['change', 'ninja', 'cover'], tan: ['contract', 'light', 'crash', 'charge', 'ghost', 'beat', 'stock', 'mine', 'switch', 'boom', 'degree', 'trip'], targets: ['wind', 'well'];pump
861;black: ['change', 'ninja', 'cover'], tan: ['contract', 'light', 'crash', 'charge', 'ghost', 'beat', 'stock', 'mine', 'switch', 'boom', 'degree', 'trip'], targets: ['well'];water
862;black: ['change', 'ninja', 'cover'], tan: ['contract', 'light', 'crash', 'charge', 'ghost', 'beat', 'stock', 'mine', 'switch', 'boom', 'degree', 'trip'], targets: ['wind'];tornado
863;black: ['change', 'ninja', 'cover'], tan: ['contract', 'light', 'crash', 'charge', 'ghost', 'beat', 'stock', 'mine', 'switch', 'boom', 'degree', 'trip'], targets: ['match', 'check'];chess
864;black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'alien', 'cast', 'comic', 'row', 'date', 'switch', 'crash', 'degree', 'angel', 'cold'], targets: ['undertaker', 'match'];wresting
865;black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'alien', 'cast', 'comic', 'row', 'date', 'switch', 'crash', 'degree', 'angel', 'cold'], targets: ['mammoth'];prehistoric
866;black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'alien', 'cast', 'comic', 'row', 'date', 'switch', 'crash', 'degree', 'angel', 'cold'], targets: ['spot'];shoot
867;black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'alien', 'comic', 'row', 'date', 'switch', 'crash', 'degree', 'angel', 'cold'], targets: ['ghost'];fear
868;black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'comic', 'row', 'date', 'switch', 'crash', 'degree', 'angel', 'cold'], targets: ['spot', 'play'];hit
869;black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'comic', 'row', 'date', 'crash', 'degree', 'angel', 'cold'], targets: ['play', 'roulette'];game
870;black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'comic', 'row', 'date', 'crash', 'degree', 'angel', 'cold'], targets: ['ghost', 'centaur'];mythical
871;black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'comic', 'row', 'date', 'crash', 'degree', 'cold'], targets: ['ghost'];dead
872;black: ['stock', 'scientist', 'change'], tan: ['state', 'grace', 'comic', 'row', 'date', 'crash', 'degree', 'cold'], targets: ['ghost'];fear
873;black: ['ghost', 'change', 'cold'], tan: ['wake', 'undertaker', 'grace', 'centaur', 'alien', 'cast', 'play', 'switch', 'match', 'scientist', 'degree', 'angel', 'roulette'], targets: ['march', 'date'];month
874;black: ['ghost', 'change', 'cold'], tan: ['wake', 'undertaker', 'grace', 'centaur', 'alien', 'cast', 'play', 'switch', 'match', 'scientist', 'degree', 'angel', 'roulette'], targets: ['stock', 'crash'];market
875;black: ['ghost', 'change', 'cold'], tan: ['wake', 'undertaker', 'grace', 'centaur', 'alien', 'cast', 'play', 'switch', 'match', 'scientist', 'degree', 'angel', 'roulette'], targets: ['state'];province
876;black: ['ghost', 'change', 'cold'], tan: ['wake', 'undertaker', 'grace', 'centaur', 'alien', 'cast', 'play', 'switch', 'match', 'scientist', 'degree', 'angel', 'roulette'], targets: ['comic'];funny
877;black: ['ghost', 'change', 'cold'], tan: ['wake', 'undertaker', 'grace', 'centaur', 'alien', 'cast', 'play', 'switch', 'match', 'scientist', 'degree', 'angel', 'roulette'], targets: ['date'];romantic
878;black: ['ghost', 'change', 'cold'], tan: ['wake', 'undertaker', 'grace', 'centaur', 'alien', 'cast', 'play', 'switch', 'match', 'scientist', 'degree', 'angel', 'roulette'], targets: ['spot'];notice
879;black: ['ghost', 'change', 'cold'], tan: ['wake', 'undertaker', 'grace', 'centaur', 'alien', 'play', 'switch', 'match', 'scientist', 'degree', 'angel', 'roulette'], targets: ['spot'];dot
880;black: ['ghost', 'change', 'cold'], tan: ['wake', 'undertaker', 'grace', 'centaur', 'alien', 'play', 'switch', 'match', 'scientist', 'degree', 'angel', 'roulette'], targets: ['row'];line
881;black: ['ghost', 'change', 'cold'], tan: ['wake', 'undertaker', 'grace', 'centaur', 'alien', 'play', 'switch', 'match', 'scientist', 'degree', 'angel', 'roulette'], targets: ['stock'];goods
882;black: ['racket', 'alien', 'beat'], tan: ['center', 'lead', 'march', 'figure', 'club', 'spring', 'sound', 'link', 'grace', 'light', 'opera', 'air', 'mass'], targets: ['round', 'point'];game
