;base_text;output
701;remaining: ['force', 'trip', 'pitch', 'roulette', 'lap', 'unicorn', 'spring', 'revolution', 'change', 'king', 'light', 'ninja', 'ray', 'racket', 'poison', 'part', 'wake', 'check'], hint: sun;ray, poison
702;remaining: ['crash', 'lead', 'wind', 'cast', 'novel', 'beat', 'drop', 'soul', 'agent', 'ninja', 'figure', 'boom', 'spell', 'plot', 'stock', 'pitch', 'round', 'lap', 'disease', 'spring', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: season;spring
703;remaining: ['crash', 'lead', 'wind', 'cast', 'novel', 'beat', 'drop', 'soul', 'agent', 'ninja', 'figure', 'boom', 'spell', 'plot', 'stock', 'pitch', 'round', 'lap', 'disease', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: map;plot
704;remaining: ['crash', 'lead', 'wind', 'cast', 'novel', 'beat', 'drop', 'soul', 'agent', 'ninja', 'figure', 'boom', 'spell', 'stock', 'pitch', 'round', 'lap', 'disease', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: race;lap
705;remaining: ['crash', 'lead', 'wind', 'cast', 'novel', 'beat', 'drop', 'soul', 'agent', 'ninja', 'figure', 'boom', 'spell', 'stock', 'pitch', 'round', 'disease', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: test;lead
706;remaining: ['crash', 'wind', 'cast', 'novel', 'beat', 'drop', 'soul', 'agent', 'ninja', 'figure', 'boom', 'spell', 'stock', 'pitch', 'round', 'disease', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: air;wind
707;remaining: ['crash', 'cast', 'novel', 'beat', 'drop', 'soul', 'agent', 'ninja', 'figure', 'boom', 'spell', 'stock', 'pitch', 'round', 'disease', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: diagram;figure
708;remaining: ['crash', 'lead', 'wind', 'cast', 'novel', 'beat', 'drop', 'soul', 'agent', 'ninja', 'figure', 'boom', 'spell', 'plot', 'stock', 'pitch', 'round', 'lap', 'disease', 'spring', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: shape;round
709;remaining: ['crash', 'lead', 'wind', 'cast', 'novel', 'beat', 'drop', 'soul', 'agent', 'ninja', 'figure', 'boom', 'spell', 'plot', 'stock', 'pitch', 'lap', 'disease', 'spring', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: book;novel
710;remaining: ['crash', 'lead', 'wind', 'cast', 'beat', 'drop', 'soul', 'agent', 'ninja', 'figure', 'boom', 'spell', 'plot', 'stock', 'pitch', 'lap', 'disease', 'spring', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: bonding;soul
711;remaining: ['crash', 'lead', 'wind', 'cast', 'beat', 'drop', 'agent', 'ninja', 'figure', 'boom', 'spell', 'plot', 'stock', 'pitch', 'lap', 'disease', 'spring', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: book;stock
712;remaining: ['crash', 'lead', 'wind', 'cast', 'beat', 'drop', 'agent', 'ninja', 'figure', 'boom', 'spell', 'plot', 'pitch', 'lap', 'disease', 'spring', 'revolution', 'sub', 'switch', 'cycle', 'point'], hint: ball;pitch
713;remaining: ['trip', 'lead', 'center', 'wind', 'scientist', 'beat', 'light', 'soul', 'agent', 'state', 'press', 'check', 'mount', 'mine', 'link', 'club', 'pitch', 'life', 'contract', 'ghost', 'play', 'revolution', 'fall', 'cover', 'day'], hint: bright;light, day
714;remaining: ['trip', 'lead', 'center', 'wind', 'scientist', 'beat', 'soul', 'agent', 'state', 'press', 'check', 'mount', 'mine', 'link', 'club', 'pitch', 'life', 'contract', 'ghost', 'play', 'revolution', 'fall', 'cover'], hint: undead;life
715;remaining: ['trip', 'lead', 'center', 'wind', 'scientist', 'beat', 'soul', 'agent', 'state', 'press', 'check', 'mount', 'mine', 'link', 'club', 'pitch', 'contract', 'ghost', 'play', 'revolution', 'fall', 'cover'], hint: spirit;soul, ghost
716;remaining: ['trip', 'lead', 'center', 'wind', 'scientist', 'beat', 'agent', 'state', 'press', 'check', 'mount', 'mine', 'link', 'club', 'pitch', 'contract', 'play', 'revolution', 'fall', 'cover'], hint: heavy;lead
717;remaining: ['trip', 'lead', 'center', 'wind', 'scientist', 'beat', 'light', 'soul', 'agent', 'state', 'press', 'check', 'mount', 'mine', 'link', 'club', 'pitch', 'life', 'contract', 'ghost', 'play', 'revolution', 'fall', 'cover', 'day'], hint: researcher;scientist
718;remaining: ['trip', 'lead', 'center', 'wind', 'beat', 'light', 'soul', 'agent', 'state', 'press', 'check', 'mount', 'mine', 'link', 'club', 'pitch', 'life', 'contract', 'ghost', 'play', 'revolution', 'fall', 'cover', 'day'], hint: season;fall, wind
719;remaining: ['trip', 'lead', 'center', 'beat', 'light', 'soul', 'agent', 'state', 'press', 'check', 'mount', 'mine', 'link', 'club', 'pitch', 'life', 'contract', 'ghost', 'play', 'revolution', 'cover', 'day'], hint: sport;play, club, center
720;remaining: ['trip', 'lead', 'soul', 'state', 'check', 'mount', 'link', 'ghost', 'revolution', 'beat', 'light', 'agent', 'press', 'mine', 'pitch', 'life', 'contract', 'cover', 'day'], hint: interrogate;press
721;remaining: ['trip', 'link', 'lead', 'pitch', 'life', 'ghost', 'contract', 'revolution', 'mine', 'agent', 'beat', 'cover', 'light', 'soul', 'state', 'day', 'check', 'mount'], hint: secrete_;agent
722;remaining: ['trip', 'link', 'lead', 'pitch', 'life', 'ghost', 'contract', 'revolution', 'mine', 'cover', 'beat', 'light', 'soul', 'state', 'day', 'check', 'mount'], hint: under_;cover
723;remaining: ['trip', 'link', 'lead', 'pitch', 'life', 'ghost', 'contract', 'revolution', 'mine', 'beat', 'light', 'soul', 'state', 'day', 'check', 'mount'], hint: mark;check
724;remaining: ['center', 'wind', 'comic', 'scientist', 'king', 'bond', 'green', 'state', 'date', 'spell', 'alien', 'plot', 'unicorn', 'well', 'roulette', 'contract', 'ghost', 'life', 'cold', 'leprechaun', 'revolution', 'fall', 'grace', 'switch', 'day'], hint: war;revolution, king
725;remaining: ['center', 'wind', 'comic', 'scientist', 'bond', 'green', 'state', 'date', 'spell', 'alien', 'plot', 'unicorn', 'well', 'roulette', 'contract', 'ghost', 'life', 'cold', 'leprechaun', 'fall', 'grace', 'switch', 'day'], hint: middle;center
726;remaining: ['wind', 'comic', 'scientist', 'bond', 'green', 'state', 'date', 'spell', 'alien', 'plot', 'unicorn', 'well', 'roulette', 'contract', 'ghost', 'life', 'cold', 'leprechaun', 'fall', 'grace', 'switch', 'day'], hint: slip;fall
727;remaining: ['center', 'wind', 'comic', 'scientist', 'king', 'bond', 'green', 'state', 'date', 'spell', 'alien', 'plot', 'unicorn', 'well', 'roulette', 'contract', 'ghost', 'life', 'cold', 'leprechaun', 'revolution', 'fall', 'grace', 'switch', 'day'], hint: fake;unicorn, alien
728;remaining: ['center', 'wind', 'comic', 'scientist', 'king', 'bond', 'green', 'state', 'date', 'spell', 'plot', 'well', 'roulette', 'contract', 'ghost', 'life', 'cold', 'leprechaun', 'revolution', 'fall', 'grace', 'switch', 'day'], hint: cure;scientist, well
729;remaining: ['center', 'wind', 'comic', 'king', 'bond', 'green', 'state', 'date', 'spell', 'plot', 'roulette', 'contract', 'ghost', 'life', 'cold', 'leprechaun', 'revolution', 'fall', 'grace', 'switch', 'day'], hint: gamble;roulette, green
730;remaining: ['center', 'king', 'state', 'plot', 'ghost', 'revolution', 'wind', 'comic', 'bond', 'spell', 'date', 'contract', 'life', 'cold', 'leprechaun', 'fall', 'grace', 'switch', 'day'], hint: gold;life, cold
731;remaining: ['trip', 'crash', 'slip', 'match', 'comic', 'sound', 'fighter', 'king', 'light', 'field', 'ninja', 'press', 'check', 'stock', 'space', 'contract', 'opera', 'undertaker', 'disease', 'spring', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: summer;spring
732;remaining: ['trip', 'crash', 'slip', 'match', 'comic', 'sound', 'fighter', 'king', 'light', 'field', 'ninja', 'press', 'check', 'stock', 'space', 'contract', 'opera', 'undertaker', 'disease', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: death;disease
733;remaining: ['trip', 'crash', 'slip', 'match', 'comic', 'sound', 'fighter', 'king', 'light', 'field', 'ninja', 'press', 'check', 'stock', 'space', 'contract', 'opera', 'undertaker', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: boxer;fighter
734;remaining: ['trip', 'crash', 'slip', 'match', 'comic', 'sound', 'king', 'light', 'field', 'ninja', 'press', 'check', 'stock', 'space', 'contract', 'opera', 'undertaker', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: wreck;crash
735;remaining: ['trip', 'slip', 'match', 'comic', 'sound', 'king', 'light', 'field', 'ninja', 'press', 'check', 'stock', 'space', 'contract', 'opera', 'undertaker', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: planets;space
736;remaining: ['trip', 'slip', 'match', 'comic', 'sound', 'king', 'light', 'field', 'ninja', 'press', 'check', 'stock', 'contract', 'opera', 'undertaker', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: electrical;switch
737;remaining: ['trip', 'match', 'sound', 'king', 'check', 'opera', 'wake', 'slip', 'comic', 'light', 'field', 'ninja', 'press', 'stock', 'contract', 'undertaker', 'capital', 'cover', 'ray'], hint: nasdaq;stock
738;remaining: ['trip', 'slip', 'contract', 'opera', 'match', 'undertaker', 'capital', 'comic', 'sound', 'cover', 'king', 'light', 'ray', 'field', 'ninja', 'press', 'wake', 'check'], hint: funeral;undertaker
739;remaining: ['trip', 'slip', 'contract', 'opera', 'match', 'capital', 'comic', 'sound', 'cover', 'king', 'light', 'ray', 'field', 'ninja', 'press', 'wake', 'check'], hint: arise;wake
740;remaining: ['trip', 'crash', 'slip', 'match', 'comic', 'sound', 'fighter', 'king', 'light', 'field', 'ninja', 'press', 'check', 'stock', 'space', 'contract', 'opera', 'undertaker', 'disease', 'spring', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: examine;check
741;remaining: ['trip', 'crash', 'slip', 'match', 'comic', 'sound', 'fighter', 'king', 'light', 'field', 'ninja', 'press', 'stock', 'space', 'contract', 'opera', 'undertaker', 'disease', 'spring', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: stumble;crash
742;remaining: ['trip', 'slip', 'match', 'comic', 'sound', 'fighter', 'king', 'light', 'field', 'ninja', 'press', 'stock', 'space', 'contract', 'opera', 'undertaker', 'disease', 'spring', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: waves;sound
743;remaining: ['trip', 'slip', 'match', 'comic', 'fighter', 'king', 'light', 'field', 'ninja', 'press', 'stock', 'space', 'contract', 'opera', 'undertaker', 'disease', 'spring', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: bright;light
744;remaining: ['trip', 'slip', 'match', 'comic', 'fighter', 'king', 'field', 'ninja', 'press', 'stock', 'space', 'contract', 'opera', 'undertaker', 'disease', 'spring', 'capital', 'switch', 'cover', 'ray', 'wake'], hint: fit;cover
745;remaining: ['trip', 'slip', 'match', 'comic', 'fighter', 'king', 'field', 'ninja', 'press', 'stock', 'space', 'contract', 'opera', 'undertaker', 'disease', 'spring', 'capital', 'switch', 'ray', 'wake'], hint: button;press
746;remaining: ['trip', 'match', 'king', 'space', 'opera', 'disease', 'spring', 'wake', 'slip', 'comic', 'fighter', 'field', 'ninja', 'stock', 'contract', 'undertaker', 'capital', 'switch', 'ray'], hint: slide;slip
747;remaining: ['trip', 'stock', 'space', 'contract', 'opera', 'match', 'disease', 'undertaker', 'spring', 'comic', 'capital', 'switch', 'fighter', 'king', 'ray', 'field', 'ninja', 'wake'], hint: travel;trip
748;remaining: ['stock', 'space', 'contract', 'opera', 'match', 'disease', 'undertaker', 'spring', 'comic', 'capital', 'switch', 'fighter', 'king', 'ray', 'field', 'ninja', 'wake'], hint: x;contract, comic, ninja
749;remaining: ['stock', 'space', 'opera', 'match', 'disease', 'undertaker', 'spring', 'capital', 'switch', 'fighter', 'king', 'ray', 'field', 'wake'], hint: beam;ray
750;remaining: ['fair', 'spot', 'cast', 'sound', 'beat', 'king', 'scientist', 'green', 'press', 'boom', 'unicorn', 'check', 'mount', 'alien', 'stock', 'pitch', 'ghost', 'play', 'capital', 'fall', 'grace', 'switch', 'change', 'ray', 'point'], hint: music;sound, beat
751;remaining: ['fair', 'spot', 'cast', 'king', 'scientist', 'green', 'press', 'boom', 'unicorn', 'check', 'mount', 'alien', 'stock', 'pitch', 'ghost', 'play', 'capital', 'fall', 'grace', 'switch', 'change', 'ray', 'point'], hint: royal;grace, king, play
752;remaining: ['fair', 'spot', 'cast', 'scientist', 'green', 'press', 'boom', 'unicorn', 'check', 'mount', 'alien', 'stock', 'pitch', 'ghost', 'capital', 'fall', 'switch', 'change', 'ray', 'point'], hint: laboratory;scientist, alien
753;remaining: ['fair', 'spot', 'cast', 'sound', 'beat', 'king', 'scientist', 'green', 'press', 'boom', 'unicorn', 'check', 'mount', 'alien', 'stock', 'pitch', 'ghost', 'play', 'capital', 'fall', 'grace', 'switch', 'change', 'ray', 'point'], hint: blank;check, point
754;remaining: ['fair', 'spot', 'cast', 'sound', 'beat', 'king', 'scientist', 'green', 'press', 'boom', 'unicorn', 'mount', 'alien', 'stock', 'pitch', 'ghost', 'play', 'capital', 'fall', 'grace', 'switch', 'change', 'ray'], hint: light;ray, switch
755;remaining: ['fair', 'spot', 'cast', 'sound', 'beat', 'king', 'scientist', 'green', 'press', 'boom', 'unicorn', 'mount', 'alien', 'stock', 'pitch', 'ghost', 'play', 'capital', 'fall', 'grace', 'change'], hint: folklore;unicorn, ghost
756;remaining: ['spot', 'cast', 'air', 'light', 'field', 'green', 'poison', 'press', 'part', 'spell', 'alien', 'unicorn', 'mammoth', 'angel', 'genius', 'round', 'centaur', 'opera', 'lap', 'sub', 'spring', 'undertaker', 'mass', 'grace', 'ray'], hint: holy;angel
757;remaining: ['spot', 'cast', 'air', 'light', 'field', 'green', 'poison', 'press', 'part', 'spell', 'alien', 'unicorn', 'mammoth', 'genius', 'round', 'centaur', 'opera', 'lap', 'sub', 'spring', 'undertaker', 'mass', 'grace', 'ray'], hint: portion;part
758;remaining: ['spot', 'cast', 'air', 'light', 'field', 'green', 'poison', 'press', 'spell', 'alien', 'unicorn', 'mammoth', 'genius', 'round', 'centaur', 'opera', 'lap', 'sub', 'spring', 'undertaker', 'mass', 'grace', 'ray'], hint: circle;round
759;remaining: ['spot', 'cast', 'air', 'light', 'field', 'green', 'poison', 'press', 'spell', 'alien', 'unicorn', 'mammoth', 'genius', 'centaur', 'opera', 'lap', 'sub', 'spring', 'undertaker', 'mass', 'grace', 'ray'], hint: einstein;genius
760;remaining: ['spot', 'cast', 'air', 'light', 'field', 'green', 'poison', 'press', 'part', 'spell', 'alien', 'unicorn', 'mammoth', 'angel', 'genius', 'round', 'centaur', 'opera', 'lap', 'sub', 'spring', 'undertaker', 'mass', 'grace', 'ray'], hint: horse;centaur
761;remaining: ['spot', 'cast', 'air', 'light', 'field', 'green', 'poison', 'press', 'part', 'spell', 'alien', 'unicorn', 'mammoth', 'angel', 'genius', 'round', 'opera', 'lap', 'sub', 'spring', 'undertaker', 'mass', 'grace', 'ray'], hint: sunray;ray, light
762;remaining: ['spot', 'cast', 'air', 'field', 'green', 'poison', 'press', 'part', 'spell', 'alien', 'unicorn', 'mammoth', 'angel', 'genius', 'round', 'opera', 'lap', 'sub', 'spring', 'undertaker', 'mass', 'grace'], hint: morgue;undertaker
763;remaining: ['fair', 'spot', 'center', 'match', 'sound', 'scientist', 'drop', 'agent', 'racket', 'figure', 'boom', 'part', 'date', 'spell', 'time', 'plot', 'space', 'witch', 'round', 'disease', 'leprechaun', 'capital', 'point', 'wake', 'compound'], hint: tennis;racket
764;remaining: ['fair', 'spot', 'center', 'match', 'sound', 'scientist', 'drop', 'agent', 'figure', 'boom', 'part', 'date', 'spell', 'time', 'plot', 'space', 'witch', 'round', 'disease', 'leprechaun', 'capital', 'point', 'wake', 'compound'], hint: ound;round, sound
765;remaining: ['fair', 'spot', 'center', 'match', 'scientist', 'drop', 'agent', 'figure', 'boom', 'part', 'date', 'spell', 'time', 'plot', 'space', 'witch', 'disease', 'leprechaun', 'capital', 'point', 'wake', 'compound'], hint: s_____;spell, space
766;remaining: ['fair', 'spot', 'center', 'match', 'scientist', 'drop', 'agent', 'figure', 'boom', 'part', 'date', 'time', 'plot', 'witch', 'disease', 'leprechaun', 'capital', 'point', 'wake', 'compound'], hint: piece;part
767;remaining: ['center', 'match', 'time', 'plot', 'disease', 'point', 'wake', 'compound', 'fair', 'spot', 'scientist', 'drop', 'agent', 'figure', 'boom', 'date', 'witch', 'leprechaun', 'capital'], hint: same;compound
768;remaining: ['plot', 'fair', 'figure', 'spot', 'center', 'witch', 'match', 'disease', 'boom', 'leprechaun', 'capital', 'date', 'scientist', 'drop', 'agent', 'point', 'wake', 'time'], hint: splatch;match
769;remaining: ['plot', 'fair', 'figure', 'spot', 'center', 'witch', 'disease', 'boom', 'leprechaun', 'capital', 'date', 'scientist', 'drop', 'agent', 'point', 'wake', 'time'], hint: dot;spot
770;remaining: ['fair', 'spot', 'center', 'match', 'sound', 'scientist', 'drop', 'agent', 'racket', 'figure', 'boom', 'part', 'date', 'spell', 'time', 'plot', 'space', 'witch', 'round', 'disease', 'leprechaun', 'capital', 'point', 'wake', 'compound'], hint: explosion;boom
771;remaining: ['fair', 'spot', 'center', 'match', 'sound', 'scientist', 'drop', 'agent', 'racket', 'figure', 'part', 'date', 'spell', 'time', 'plot', 'space', 'witch', 'round', 'disease', 'leprechaun', 'capital', 'point', 'wake', 'compound'], hint: vigil;wake
772;remaining: ['fair', 'spot', 'center', 'match', 'sound', 'scientist', 'drop', 'agent', 'racket', 'figure', 'part', 'date', 'spell', 'time', 'plot', 'space', 'witch', 'round', 'disease', 'leprechaun', 'capital', 'point', 'compound'], hint: abandon;drop
773;remaining: ['fair', 'spot', 'center', 'match', 'sound', 'scientist', 'agent', 'racket', 'figure', 'part', 'date', 'spell', 'time', 'plot', 'space', 'witch', 'round', 'disease', 'leprechaun', 'capital', 'point', 'compound'], hint: tip;point
774;remaining: ['fair', 'spot', 'center', 'match', 'sound', 'scientist', 'agent', 'racket', 'figure', 'part', 'date', 'spell', 'time', 'plot', 'space', 'witch', 'round', 'disease', 'leprechaun', 'capital', 'compound'], hint: noise;sound
775;remaining: ['fair', 'spot', 'center', 'match', 'scientist', 'agent', 'racket', 'figure', 'part', 'date', 'spell', 'time', 'plot', 'space', 'witch', 'round', 'disease', 'leprechaun', 'capital', 'compound'], hint: night;time
776;remaining: ['center', 'match', 'plot', 'space', 'disease', 'compound', 'fair', 'spot', 'scientist', 'agent', 'racket', 'figure', 'part', 'spell', 'date', 'witch', 'round', 'leprechaun', 'capital'], hint: action;figure
777;remaining: ['fair', 'slip', 'wind', 'comic', 'sound', 'fighter', 'drop', 'soul', 'vacuum', 'figure', 'part', 'unicorn', 'date', 'draft', 'link', 'stock', 'cold', 'centaur', 'spy', 'disease', 'play', 'mass', 'revolution', 'capital', 'point'], hint: game;play
778;remaining: ['fair', 'slip', 'wind', 'comic', 'sound', 'fighter', 'drop', 'soul', 'vacuum', 'figure', 'part', 'unicorn', 'date', 'draft', 'link', 'stock', 'cold', 'centaur', 'spy', 'disease', 'mass', 'revolution', 'capital', 'point'], hint: clean;vacuum
779;remaining: ['fair', 'slip', 'wind', 'comic', 'sound', 'fighter', 'drop', 'soul', 'figure', 'part', 'unicorn', 'date', 'draft', 'link', 'stock', 'cold', 'centaur', 'spy', 'disease', 'mass', 'revolution', 'capital', 'point'], hint: mission;spy
780;remaining: ['fair', 'slip', 'wind', 'comic', 'sound', 'fighter', 'drop', 'soul', 'figure', 'part', 'unicorn', 'date', 'draft', 'link', 'stock', 'cold', 'centaur', 'disease', 'mass', 'revolution', 'capital', 'point'], hint: website;link
781;remaining: ['fair', 'slip', 'wind', 'comic', 'sound', 'fighter', 'drop', 'soul', 'figure', 'part', 'unicorn', 'date', 'draft', 'stock', 'cold', 'centaur', 'disease', 'mass', 'revolution', 'capital', 'point'], hint: wrestling;fighter
782;remaining: ['fair', 'slip', 'wind', 'comic', 'sound', 'drop', 'soul', 'figure', 'part', 'unicorn', 'date', 'draft', 'stock', 'cold', 'centaur', 'disease', 'mass', 'revolution', 'capital', 'point'], hint: market;stock
783;remaining: ['sound', 'soul', 'draft', 'centaur', 'disease', 'revolution', 'point', 'fair', 'slip', 'wind', 'comic', 'drop', 'figure', 'part', 'unicorn', 'date', 'cold', 'mass', 'capital'], hint: collectible;figure
784;remaining: ['fair', 'slip', 'wind', 'comic', 'sound', 'fighter', 'drop', 'soul', 'vacuum', 'figure', 'part', 'unicorn', 'date', 'draft', 'link', 'stock', 'cold', 'centaur', 'spy', 'disease', 'play', 'mass', 'revolution', 'capital', 'point'], hint: weather;cold, wind
785;remaining: ['fair', 'slip', 'comic', 'sound', 'fighter', 'drop', 'soul', 'vacuum', 'figure', 'part', 'unicorn', 'date', 'draft', 'link', 'stock', 'centaur', 'spy', 'disease', 'play', 'mass', 'revolution', 'capital', 'point'], hint: sickness;disease
786;remaining: ['fair', 'slip', 'comic', 'sound', 'fighter', 'drop', 'soul', 'vacuum', 'figure', 'part', 'unicorn', 'date', 'draft', 'link', 'stock', 'centaur', 'spy', 'play', 'mass', 'revolution', 'capital', 'point'], hint: funny;comic
787;remaining: ['fair', 'slip', 'sound', 'fighter', 'drop', 'soul', 'vacuum', 'figure', 'part', 'unicorn', 'date', 'draft', 'link', 'stock', 'centaur', 'spy', 'play', 'mass', 'revolution', 'capital', 'point'], hint: turn;slip
788;remaining: ['fair', 'sound', 'fighter', 'drop', 'soul', 'vacuum', 'figure', 'part', 'unicorn', 'date', 'draft', 'link', 'stock', 'centaur', 'spy', 'play', 'mass', 'revolution', 'capital', 'point'], hint: washington;capital
789;remaining: ['sound', 'soul', 'draft', 'link', 'centaur', 'revolution', 'point', 'fair', 'fighter', 'drop', 'vacuum', 'figure', 'part', 'unicorn', 'date', 'stock', 'spy', 'play', 'mass'], hint: unbiased;fair
790;remaining: ['draft', 'link', 'stock', 'centaur', 'vacuum', 'unicorn', 'spy', 'play', 'revolution', 'date', 'mass', 'sound', 'fighter', 'drop', 'soul', 'point', 'part', 'figure'], hint: coup;revolution
791;remaining: ['draft', 'link', 'stock', 'centaur', 'vacuum', 'unicorn', 'spy', 'play', 'mass', 'date', 'sound', 'fighter', 'drop', 'soul', 'point', 'part', 'figure'], hint: appointment;date
792;remaining: ['death', 'slip', 'charge', 'conductor', 'sound', 'scientist', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'well', 'link', 'degree', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'ray', 'cycle', 'compound'], hint: laboratory;scientist
793;remaining: ['death', 'slip', 'charge', 'conductor', 'sound', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'well', 'link', 'degree', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'ray', 'cycle', 'compound'], hint: good;well
794;remaining: ['death', 'slip', 'charge', 'conductor', 'sound', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'link', 'degree', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'ray', 'cycle', 'compound'], hint: die;death
795;remaining: ['slip', 'charge', 'conductor', 'sound', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'link', 'degree', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'ray', 'cycle', 'compound'], hint: illumination;light
796;remaining: ['slip', 'charge', 'conductor', 'sound', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'link', 'degree', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'ray', 'cycle', 'compound'], hint: driver;conductor
797;remaining: ['slip', 'charge', 'sound', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'link', 'degree', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'ray', 'cycle', 'compound'], hint: agreement;contract
798;remaining: ['death', 'slip', 'charge', 'conductor', 'sound', 'scientist', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'well', 'link', 'degree', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'ray', 'cycle', 'compound'], hint: college;degree
799;remaining: ['death', 'slip', 'charge', 'conductor', 'sound', 'scientist', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'well', 'link', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'ray', 'cycle', 'compound'], hint: website;link
800;remaining: ['death', 'slip', 'charge', 'conductor', 'sound', 'scientist', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'well', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'ray', 'cycle', 'compound'], hint: sky;ray
801;remaining: ['death', 'slip', 'charge', 'conductor', 'sound', 'scientist', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'well', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'cycle', 'compound'], hint: slide;slip
802;remaining: ['death', 'charge', 'conductor', 'sound', 'scientist', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'well', 'stock', 'roulette', 'pitch', 'contract', 'row', 'grace', 'embassy', 'cycle', 'compound'], hint: clowns;grace
803;remaining: ['death', 'charge', 'conductor', 'sound', 'scientist', 'light', 'agent', 'ninja', 'unicorn', 'spell', 'mammoth', 'well', 'stock', 'roulette', 'pitch', 'contract', 'row', 'embassy', 'cycle', 'compound'], hint: sentence;charge
804;remaining: ['slip', 'charge', 'novel', 'march', 'scientist', 'vacuum', 'poison', 'ninja', 'boom', 'millionaire', 'unicorn', 'angel', 'link', 'draft', 'space', 'contract', 'ghost', 'opera', 'row', 'mass', 'capital', 'pass', 'switch', 'point', 'tag'], hint: month;march
805;remaining: ['slip', 'charge', 'novel', 'scientist', 'vacuum', 'poison', 'ninja', 'boom', 'millionaire', 'unicorn', 'angel', 'link', 'draft', 'space', 'contract', 'ghost', 'opera', 'row', 'mass', 'capital', 'pass', 'switch', 'point', 'tag'], hint: volume;boom
806;remaining: ['slip', 'charge', 'novel', 'scientist', 'vacuum', 'poison', 'ninja', 'millionaire', 'unicorn', 'angel', 'link', 'draft', 'space', 'contract', 'ghost', 'opera', 'row', 'mass', 'capital', 'pass', 'switch', 'point', 'tag'], hint: horse;draft
807;remaining: ['slip', 'charge', 'novel', 'scientist', 'vacuum', 'poison', 'ninja', 'millionaire', 'unicorn', 'angel', 'link', 'space', 'contract', 'ghost', 'opera', 'row', 'mass', 'capital', 'pass', 'switch', 'point', 'tag'], hint: line;row
808;remaining: ['slip', 'charge', 'novel', 'scientist', 'vacuum', 'poison', 'ninja', 'millionaire', 'unicorn', 'angel', 'link', 'space', 'contract', 'ghost', 'opera', 'mass', 'capital', 'pass', 'switch', 'point', 'tag'], hint: money;millionaire
809;remaining: ['slip', 'charge', 'novel', 'scientist', 'vacuum', 'poison', 'ninja', 'unicorn', 'angel', 'link', 'space', 'contract', 'ghost', 'opera', 'mass', 'capital', 'pass', 'switch', 'point', 'tag'], hint: agreement;contract
810;remaining: ['poison', 'angel', 'link', 'space', 'ghost', 'opera', 'point', 'slip', 'charge', 'novel', 'scientist', 'vacuum', 'ninja', 'unicorn', 'mass', 'capital', 'pass', 'switch', 'tag'], hint: venom;poison
811;remaining: ['angel', 'link', 'slip', 'space', 'ghost', 'opera', 'tag', 'charge', 'mass', 'novel', 'capital', 'pass', 'switch', 'scientist', 'vacuum', 'ninja', 'point', 'unicorn'], hint: washington;capital
